"Statistic Label","Month","Detailed Sub Indices","UNIT","VALUE"
"Consumer Price Index","2024 November","Butter","Base Dec 2023=100","108.7"
"Consumer Price Index","2024 November","Margarine and other vegetable fats","Base Dec 2023=100","90"
"Consumer Price Index","2024 November","Olive oil","Base Dec 2023=100","114.5"
"Consumer Price Index","2024 November","Other edible oils","Base Dec 2023=100","100"
"Consumer Price Index","2024 November","Fruit","Base Dec 2023=100","100.2"
"Consumer Price Index","2024 November","Fresh or chilled fruit","Base Dec 2023=100","99.9"
"Consumer Price Index","2024 November","Dried fruit and nuts","Base Dec 2023=100","101.5"
"Consumer Price Index","2024 November","Preserved fruit and fruit-based products","Base Dec 2023=100","101.1"
"Consumer Price Index","2024 November","Vegetables","Base Dec 2023=100","103.7"
"Consumer Price Index","2024 November","Fresh or chilled vegetables other than potatoes and other tubers","Base Dec 2023=100","103.2"
"Consumer Price Index","2024 November","Frozen vegetables other than potatoes and other tubers","Base Dec 2023=100","105.5"
"Consumer Price Index","2024 November","Dried vegetables, other preserved or processed vegetables","Base Dec 2023=100","101.9"
"Consumer Price Index","2024 November","Potatoes","Base Dec 2023=100","104.4"
"Consumer Price Index","2024 November","Crisps","Base Dec 2023=100","106.5"
"Consumer Price Index","2024 November","Sugar, jam, honey, chocolate and confectionery","Base Dec 2023=100","106.1"
"Consumer Price Index","2024 November","Sugar","Base Dec 2023=100","98.4"
"Consumer Price Index","2024 November","Jams, marmalades and honey","Base Dec 2023=100","98.8"
"Consumer Price Index","2024 November","Chocolate","Base Dec 2023=100","111.7"
"Consumer Price Index","2024 November","Confectionery products","Base Dec 2023=100","101.6"
"Consumer Price Index","2024 November","Edible ices and ice cream","Base Dec 2023=100","103.2"
"Consumer Price Index","2024 November","Artifical sugar substitutes","Base Dec 2023=100","98.3"
"Consumer Price Index","2024 November","Food products n.e.c.","Base Dec 2023=100","101.4"
"Consumer Price Index","2024 November","Sauces and condiments","Base Dec 2023=100","103.5"
"Consumer Price Index","2024 November","Salt, spices and culinary herbs","Base Dec 2023=100","99"
"Consumer Price Index","2024 November","Baby food","Base Dec 2023=100","98.2"
"Consumer Price Index","2024 November","Ready-made meals","Base Dec 2023=100","99.6"
"Consumer Price Index","2024 November","Other food products n.e.c.","Base Dec 2023=100","100.3"
"Consumer Price Index","2024 November","Non-alcoholic beverages","Base Dec 2023=100","102.5"
"Consumer Price Index","2024 November","Coffee, tea and cocoa","Base Dec 2023=100","100.9"
"Consumer Price Index","2024 November","Coffee","Base Dec 2023=100","97.9"
"Consumer Price Index","2024 November","Tea","Base Dec 2023=100","103.9"
"Consumer Price Index","2024 November","Cocoa and powdered chocolate","Base Dec 2023=100","107"
"Consumer Price Index","2024 November","Mineral waters, soft drinks, fruit and vegetable juices","Base Dec 2023=100","103"
"Consumer Price Index","2024 November","Mineral or spring waters","Base Dec 2023=100","104.3"
"Consumer Price Index","2024 November","Soft drinks","Base Dec 2023=100","101.8"
"Consumer Price Index","2024 November","Fruit and vegetable juices","Base Dec 2023=100","103.5"
"Consumer Price Index","2024 December","All items","Base Dec 2023=100","101.4"
"Consumer Price Index","2024 December","Food and non-alcoholic beverages","Base Dec 2023=100","102"
"Consumer Price Index","2024 December","Food","Base Dec 2023=100","101.9"
"Consumer Price Index","2024 December","Bread and cereals","Base Dec 2023=100","101.9"
"Consumer Price Index","2024 December","Rice","Base Dec 2023=100","98"
"Consumer Price Index","2024 December","Flours and other cereals","Base Dec 2023=100","99.5"
"Consumer Price Index","2024 December","Bread","Base Dec 2023=100","100.8"
"Consumer Price Index","2024 December","Other bakery products","Base Dec 2023=100","102.8"
"Consumer Price Index","2024 December","Pizza and quiche","Base Dec 2023=100","98.9"
"Consumer Price Index","2024 December","Pasta products and couscous","Base Dec 2023=100","100"
"Consumer Price Index","2024 December","Breakfast cereals","Base Dec 2023=100","104"
"Consumer Price Index","2024 December","Other cereal products","Base Dec 2023=100","107.2"
"Consumer Price Index","2024 December","Meat","Base Dec 2023=100","99.8"
"Consumer Price Index","2024 December","Beef and veal","Base Dec 2023=100","103.6"
"Consumer Price Index","2024 December","Pork","Base Dec 2023=100","96.3"
"Consumer Price Index","2024 December","Lamb and goat","Base Dec 2023=100","104.3"
"Consumer Price Index","2024 December","Poultry","Base Dec 2023=100","97.2"
"Consumer Price Index","2024 December","Edible offal","Base Dec 2023=100","107.5"
"Consumer Price Index","2024 December","Dried, salted or smoked meat","Base Dec 2023=100","100"
"Consumer Price Index","2024 December","Other meat preparations","Base Dec 2023=100","99.8"
"Consumer Price Index","2024 December","Fish","Base Dec 2023=100","99.4"
"Consumer Price Index","2024 December","Fresh or chilled fish","Base Dec 2023=100","99.8"
"Consumer Price Index","2024 December","Frozen fish","Base Dec 2023=100","100.2"
"Consumer Price Index","2024 December","Fresh or chilled seafood","Base Dec 2023=100","97.9"
"Consumer Price Index","2024 December","Dried, smoked or salted fish and seafood","Base Dec 2023=100","99.7"
"Consumer Price Index","2024 December","Other preserved or processed fish and seafood-based preparations","Base Dec 2023=100","98.7"
"Consumer Price Index","2024 December","Milk, cheese and eggs","Base Dec 2023=100","103"
"Consumer Price Index","2024 December","Fresh whole milk","Base Dec 2023=100","108.4"
"Consumer Price Index","2024 December","Fresh low fat milk","Base Dec 2023=100","108.2"
"Consumer Price Index","2024 December","Yoghurt","Base Dec 2023=100","98.4"
"Consumer Price Index","2024 December","Cheese and curd","Base Dec 2023=100","100.7"
"Consumer Price Index","2024 December","Other milk products","Base Dec 2023=100","103.4"
"Consumer Price Index","2024 December","Eggs","Base Dec 2023=100","101"
"Consumer Price Index","2024 December","Oils and fats","Base Dec 2023=100","105.8"
"Consumer Price Index","2024 December","Butter","Base Dec 2023=100","110.2"
"Consumer Price Index","2024 December","Margarine and other vegetable fats","Base Dec 2023=100","95.8"
"Consumer Price Index","2024 December","Olive oil","Base Dec 2023=100","115.5"
"Consumer Price Index","2024 December","Other edible oils","Base Dec 2023=100","100.2"
"Consumer Price Index","2024 December","Fruit","Base Dec 2023=100","99.7"
"Consumer Price Index","2024 December","Fresh or chilled fruit","Base Dec 2023=100","99.6"
"Consumer Price Index","2024 December","Dried fruit and nuts","Base Dec 2023=100","100.1"
"Consumer Price Index","2024 December","Preserved fruit and fruit-based products","Base Dec 2023=100","100.1"
"Consumer Price Index","2024 December","Vegetables","Base Dec 2023=100","103.6"
"Consumer Price Index","2024 December","Fresh or chilled vegetables other than potatoes and other tubers","Base Dec 2023=100","103.8"
"Consumer Price Index","2024 December","Frozen vegetables other than potatoes and other tubers","Base Dec 2023=100","108.2"
"Consumer Price Index","2024 December","Dried vegetables, other preserved or processed vegetables","Base Dec 2023=100","102.1"
"Consumer Price Index","2024 December","Potatoes","Base Dec 2023=100","103.9"
"Consumer Price Index","2024 December","Crisps","Base Dec 2023=100","103.5"
"Consumer Price Index","2024 December","Sugar, jam, honey, chocolate and confectionery","Base Dec 2023=100","105"
"Consumer Price Index","2024 December","Sugar","Base Dec 2023=100","97.4"
"Consumer Price Index","2024 December","Jams, marmalades and honey","Base Dec 2023=100","98.1"
"Consumer Price Index","2024 December","Chocolate","Base Dec 2023=100","110.6"
"Consumer Price Index","2024 December","Confectionery products","Base Dec 2023=100","101.7"
"Consumer Price Index","2024 December","Edible ices and ice cream","Base Dec 2023=100","99.9"
"Consumer Price Index","2024 December","Artifical sugar substitutes","Base Dec 2023=100","98"
"Consumer Price Index","2024 December","Food products n.e.c.","Base Dec 2023=100","102"
"Consumer Price Index","2024 December","Sauces and condiments","Base Dec 2023=100","104.3"
"Consumer Price Index","2024 December","Salt, spices and culinary herbs","Base Dec 2023=100","100"
"Consumer Price Index","2024 December","Baby food","Base Dec 2023=100","97.7"
"Consumer Price Index","2024 December","Ready-made meals","Base Dec 2023=100","100.2"
"Consumer Price Index","2024 December","Other food products n.e.c.","Base Dec 2023=100","100.6"
"Consumer Price Index","2024 December","Non-alcoholic beverages","Base Dec 2023=100","102.7"
"Consumer Price Index","2024 December","Coffee, tea and cocoa","Base Dec 2023=100","101.2"
"Consumer Price Index","2024 December","Coffee","Base Dec 2023=100","98.4"
"Consumer Price Index","2024 December","Tea","Base Dec 2023=100","104"
"Consumer Price Index","2024 December","Cocoa and powdered chocolate","Base Dec 2023=100","108"
"Consumer Price Index","2024 December","Mineral waters, soft drinks, fruit and vegetable juices","Base Dec 2023=100","103.1"
"Consumer Price Index","2024 December","Mineral or spring waters","Base Dec 2023=100","103.9"
"Consumer Price Index","2024 December","Soft drinks","Base Dec 2023=100","102.3"
"Consumer Price Index","2024 December","Fruit and vegetable juices","Base Dec 2023=100","103.5"
"Consumer Price Index","2025 January","All items","Base Dec 2023=100","100.6"
"Consumer Price Index","2025 January","Food and non-alcoholic beverages","Base Dec 2023=100","102.4"
"Consumer Price Index","2025 January","Food","Base Dec 2023=100","102.2"
"Consumer Price Index","2025 January","Bread and cereals","Base Dec 2023=100","101.2"
"Consumer Price Index","2025 January","Rice","Base Dec 2023=100","95.6"
"Consumer Price Index","2025 January","Flours and other cereals","Base Dec 2023=100","99.9"
"Consumer Price Index","2025 January","Bread","Base Dec 2023=100","100.8"
"Consumer Price Index","2025 January","Other bakery products","Base Dec 2023=100","104"
"Consumer Price Index","2025 January","Pizza and quiche","Base Dec 2023=100","99"
"Consumer Price Index","2025 January","Pasta products and couscous","Base Dec 2023=100","97.3"
"Consumer Price Index","2025 January","Breakfast cereals","Base Dec 2023=100","101.7"
"Consumer Price Index","2025 January","Other cereal products","Base Dec 2023=100","95.7"
"Consumer Price Index","2025 January","Meat","Base Dec 2023=100","100.4"
"Consumer Price Index","2025 January","Beef and veal","Base Dec 2023=100","103.8"
"Consumer Price Index","2025 January","Pork","Base Dec 2023=100","99.6"
"Consumer Price Index","2025 January","Lamb and goat","Base Dec 2023=100","103.9"
"Consumer Price Index","2025 January","Poultry","Base Dec 2023=100","97.7"
"Consumer Price Index","2025 January","Edible offal","Base Dec 2023=100","107.5"
"Consumer Price Index","2025 January","Dried, salted or smoked meat","Base Dec 2023=100","99.4"
"Consumer Price Index","2025 January","Other meat preparations","Base Dec 2023=100","100.7"
"Consumer Price Index","2025 January","Fish","Base Dec 2023=100","99.9"
"Consumer Price Index","2025 January","Fresh or chilled fish","Base Dec 2023=100","100"
"Consumer Price Index","2025 January","Frozen fish","Base Dec 2023=100","98.3"
"Consumer Price Index","2025 January","Fresh or chilled seafood","Base Dec 2023=100","102.2"
"Consumer Price Index","2025 January","Dried, smoked or salted fish and seafood","Base Dec 2023=100","102.2"
"Consumer Price Index","2025 January","Other preserved or processed fish and seafood-based preparations","Base Dec 2023=100","99.1"
"Consumer Price Index","2025 January","Milk, cheese and eggs","Base Dec 2023=100","102.3"
"Consumer Price Index","2025 January","Fresh whole milk","Base Dec 2023=100","108.5"
"Consumer Price Index","2025 January","Fresh low fat milk","Base Dec 2023=100","108.2"
"Consumer Price Index","2025 January","Yoghurt","Base Dec 2023=100","96.2"
"Consumer Price Index","2025 January","Cheese and curd","Base Dec 2023=100","99.8"
"Consumer Price Index","2025 January","Other milk products","Base Dec 2023=100","102.9"
"Consumer Price Index","2025 January","Eggs","Base Dec 2023=100","101.1"
"Consumer Price Index","2025 January","Oils and fats","Base Dec 2023=100","103.3"
"Consumer Price Index","2025 January","Butter","Base Dec 2023=100","108.9"
"Consumer Price Index","2025 January","Margarine and other vegetable fats","Base Dec 2023=100","88.6"
"Consumer Price Index","2025 January","Olive oil","Base Dec 2023=100","117.1"
"Consumer Price Index","2025 January","Other edible oils","Base Dec 2023=100","97.5"
"Consumer Price Index","2025 January","Fruit","Base Dec 2023=100","100.1"
"Consumer Price Index","2025 January","Fresh or chilled fruit","Base Dec 2023=100","99.5"
"Consumer Price Index","2025 January","Dried fruit and nuts","Base Dec 2023=100","102.8"
"Consumer Price Index","2025 January","Preserved fruit and fruit-based products","Base Dec 2023=100","102.2"
"Consumer Price Index","2025 January","Vegetables","Base Dec 2023=100","104.1"
"Consumer Price Index","2025 January","Fresh or chilled vegetables other than potatoes and other tubers","Base Dec 2023=100","103.9"
"Consumer Price Index","2025 January","Frozen vegetables other than potatoes and other tubers","Base Dec 2023=100","102.7"
"Consumer Price Index","2025 January","Dried vegetables, other preserved or processed vegetables","Base Dec 2023=100","101.8"
"Consumer Price Index","2025 January","Potatoes","Base Dec 2023=100","103.9"
"Consumer Price Index","2025 January","Crisps","Base Dec 2023=100","109.1"
"Consumer Price Index","2025 January","Sugar, jam, honey, chocolate and confectionery","Base Dec 2023=100","108.4"
"Consumer Price Index","2025 January","Sugar","Base Dec 2023=100","99.9"
"Consumer Price Index","2025 January","Jams, marmalades and honey","Base Dec 2023=100","99"
